experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,enc_trial_key.rt,end_practice_key.keys,end_practice_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_fx_key.rt,comprehension_continue_key.rt,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_enc_run.ran,enc_run_end_key.keys,enc_run_end_key.rt,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_runs.ran,inter_task_break_key.keys,inter_task_break_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,rec_fx_key.keys,rec_trial_key.keys,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,BlockNr,Filler,rec_trial_key.rt,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_blocks.ran,rec_fx_key.rt,end_rec_run_key.keys,end_rec_run_key.rt,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_runs.ran,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,2,stimuli/fractals/71c.jpg,-212.1320344,-212.1320344,3000,,1.69091,,,0,16,16,16,1,17,1,0,stimuli/fractals/71a.jpg,stimuli/fractals/71c.jpg,stimuli/fractals/71b.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/92c.jpg,0,300,4000,,1.17106,,,0,17,17,17,1,18,1,1,stimuli/fractals/92c.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92b.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/82b.jpg,-300,0,1000,,1.43184,,,0,18,18,18,1,19,1,0,stimuli/fractals/82b.jpg,stimuli/fractals/82a.jpg,stimuli/fractals/82c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,2,stimuli/fractals/92a.jpg,0,300,2000,,0.799945,,,0,19,19,19,1,20,1,0,stimuli/fractals/92c.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92b.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,BL,0,stimuli/fractals/141a.jpg,212.1320344,212.1320344,5000,,0.64949,,,0,20,20,20,1,21,1,0,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/16a.jpg,-300,0,1000,,1.255385,,,0,21,21,21,1,22,1,3,stimuli/fractals/16a.jpg,stimuli/fractals/16c.jpg,stimuli/fractals/16b.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/116b.jpg,212.1320344,-212.1320344,2000,,0.84193,,,0,22,22,22,1,23,1,5,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,stimuli/fractals/116c.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/66b.jpg,212.1320344,-212.1320344,1000,,0.977615,,,0,23,23,23,1,24,1,2,stimuli/fractals/66b.jpg,stimuli/fractals/66c.jpg,stimuli/fractals/66a.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/98b.jpg,-300,0,2000,,1.994955,,,0,24,24,24,1,25,1,5,stimuli/fractals/98b.jpg,stimuli/fractals/98a.jpg,stimuli/fractals/98c.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/16a.jpg,-300,0,1000,,0.65342,,,0,25,25,25,1,26,1,0,stimuli/fractals/16a.jpg,stimuli/fractals/16c.jpg,stimuli/fractals/16b.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/66b.jpg,212.1320344,-212.1320344,5000,,0.650795,,,0,26,26,26,1,27,1,0,stimuli/fractals/66b.jpg,stimuli/fractals/66c.jpg,stimuli/fractals/66a.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/43b.jpg,0,-300,2000,,0.907505,,,0,27,27,27,1,28,1,3,stimuli/fractals/43b.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43c.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/116b.jpg,0,-300,4000,,0.63857,,,0,28,28,28,1,29,1,0,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,stimuli/fractals/116c.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/74a.jpg,300,0,1000,,2.578815,,,0,29,29,29,1,30,1,2,stimuli/fractals/74a.jpg,stimuli/fractals/74b.jpg,stimuli/fractals/74c.jpg,300,0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/98b.jpg,-300,0,3000,,0.86949,,,0,30,30,30,1,31,1,0,stimuli/fractals/98b.jpg,stimuli/fractals/98a.jpg,stimuli/fractals/98c.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,2,stimuli/fractals/43a.jpg,0,-300,4000,,0.885435,,,0,31,31,31,1,32,1,0,stimuli/fractals/43b.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43c.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,OLP,2,stimuli/fractals/74b.jpg,300,0,1000,,0.776285,,,0,32,32,32,1,33,1,0,stimuli/fractals/74a.jpg,stimuli/fractals/74b.jpg,stimuli/fractals/74c.jpg,300,0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/112a.jpg,0,300,3000,,0.94825,,,0,33,33,33,1,34,1,4,stimuli/fractals/112a.jpg,stimuli/fractals/112c.jpg,stimuli/fractals/112b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,OLP,1,stimuli/fractals/119a.jpg,-212.1320344,212.1320344,7000,,0.675615,,,0,34,34,34,1,35,1,1,stimuli/fractals/119a.jpg,stimuli/fractals/119c.jpg,stimuli/fractals/119b.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/17b.jpg,-212.1320344,212.1320344,1000,,1.69541,,,0,35,35,35,1,36,1,4,stimuli/fractals/17b.jpg,stimuli/fractals/17a.jpg,stimuli/fractals/17c.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,OLP,2,stimuli/fractals/119c.jpg,-212.1320344,212.1320344,1000,,,,,0,36,36,36,1,37,1,0,stimuli/fractals/119a.jpg,stimuli/fractals/119c.jpg,stimuli/fractals/119b.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/95b.jpg,212.1320344,-212.1320344,3000,,0.68673,,,0,37,37,37,1,38,1,1,stimuli/fractals/95b.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95c.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/112a.jpg,0,300,2000,,1.324515,,,0,38,38,38,1,39,1,0,stimuli/fractals/112a.jpg,stimuli/fractals/112c.jpg,stimuli/fractals/112b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/95b.jpg,0,-300,1000,,2.065155,,,0,39,39,39,1,40,1,0,stimuli/fractals/95b.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95c.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/17b.jpg,0,300,3000,,1.814185,,,0,40,40,40,1,41,1,0,stimuli/fractals/17b.jpg,stimuli/fractals/17a.jpg,stimuli/fractals/17c.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,BL,0,stimuli/fractals/141a.jpg,212.1320344,212.1320344,3000,,0.7603,,,0,41,41,41,1,42,1,0,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/12a.jpg,0,-300,2000,,1.200255,,,0,42,42,42,1,43,1,2,stimuli/fractals/12a.jpg,stimuli/fractals/12c.jpg,stimuli/fractals/12b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/133b.jpg,-212.1320344,-212.1320344,2000,,1.84539,,,0,43,43,43,1,44,1,5,stimuli/fractals/133b.jpg,stimuli/fractals/133a.jpg,stimuli/fractals/133c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,ERP,1,stimuli/fractals/129b.jpg,-300,0,1000,,0.875255,,,0,44,44,44,1,45,1,5,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,stimuli/fractals/129c.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,2,stimuli/fractals/12c.jpg,0,-300,4000,,0.672435,,,0,45,45,45,1,46,1,0,stimuli/fractals/12a.jpg,stimuli/fractals/12c.jpg,stimuli/fractals/12b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/44a.jpg,0,-300,1000,,1.068,,,0,46,46,46,1,47,1,1,stimuli/fractals/44a.jpg,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,ERP,1,stimuli/fractals/121a.jpg,-212.1320344,212.1320344,1000,,,,,0,47,47,47,1,48,1,3,stimuli/fractals/121a.jpg,stimuli/fractals/121b.jpg,stimuli/fractals/121c.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/44a.jpg,-212.1320344,-212.1320344,1000,,0.633705,,,0,48,48,48,1,49,1,0,stimuli/fractals/44a.jpg,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,OLP,2,stimuli/fractals/133a.jpg,-212.1320344,-212.1320344,1000,,,,,0,49,49,49,1,50,1,0,stimuli/fractals/133b.jpg,stimuli/fractals/133a.jpg,stimuli/fractals/133c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,f,j,,,,,,,,ERP,2,stimuli/fractals/129b.jpg,-300,0,3000,,1.417045,,,0,50,50,50,1,51,1,0,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,stimuli/fractals/129c.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0,0.056515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/121a.jpg,-212.1320344,212.1320344,3000,,2.75405,,,0,51,51,51,1,52,1,0,stimuli/fractals/121a.jpg,stimuli/fractals/121b.jpg,stimuli/fractals/121c.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/15a.jpg,-300,0,500,,0.725165,,,0,52,52,52,1,53,1,1,stimuli/fractals/15a.jpg,stimuli/fractals/15c.jpg,stimuli/fractals/15b.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,24,17,2020-05-15_10h50.04.121,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/35b.jpg,300,0,1000,,1.35006,,,0,53,53,53,1,54,1,4,stimuli/fractals/35b.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
